property_type,district,price_vnd,area_clean,price_per_m2_clean,bedrooms,bathrooms,floors,frontage,acces_road,legal_status,furniture_state,seller_type
Cần bán gấp căn hộ cao cấp Privia - 68m2 - 2PN - Vào ở ngay - Chỉ 4.5T,phường trung mỹ tây,4000000000.0,68.0,58823529.41,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"HotHot!!! Bán nhanh căn hộ Charm City Dĩ An, full nội thất, tầng trung, View đẹp",tp. hồ chí minh chào huy hoàng land,3000000000.0,96.0,31250000.0,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Bán Căn Hộ 2,2 tỷ Tại Maison Grand Phú Mỹ. Khai thác cho thuê 12-15tr/th",phường trung mỹ tây,2000000000.0,55.0,36363636.36,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Bán nhà ở xã hội eco home 1 Phú Mỹ, Nhận booking hướng dẫn làm hồ sơ hoàn thiện.",tp. hồ chí minh chào phạm thị quyên,1000000000.0,60.0,16666666.67,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Cơ Hội Cuối Cùng Sở Hữu #Noxh Eco home 1 Phú Mỹ chỉ từ 650tr/căn. Lh:0942882192,36 nguyễn thái học,650000000.0,32.0,20312500.0,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"hàng hiếm 2pn,Origami,3.050 tỷ,Đông Năm,hồ bơi, không vay",phường trung mỹ tây,3000000000.0,59.0,50847457.63,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Paris Hoàng Kim giỏ hàng 24 căn CĐT, Chiết khấu 8% - Thanh toán 30% nhận nhà",tôi quan tâm tới tài sản “25122287742,5000000000.0,68.0,73529411.76,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Căn hộ Xanh TOD The Emerald Grand View chỉ từ 1,39 tỷ thanh toán chỉ 0,5% tháng",tp. hồ chí minh chào huỳnh thanh phúc,1000000000.0,42.0,23809523.81,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
CĂN HỘ KHAI THÁC DU LỊCH MAIA RESORT HỒ TRÀM CHỈ 2 TỶ 300 TRIỆU,phường trung mỹ tây,2000000000.0,35.0,57142857.14,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Căn hộ Khải Hoàn Prime 1PN+ , 46m2 , Giá 3.1  tỷ",phường trung mỹ tây,3000000000.0,46.0,65217391.3,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"2 căn Studio OPUS ONE, bàn giao full nội thất, 3/2026 nhận nhà, chênh 240tr",tp. hồ chí minh chào lê tấn sang,2000000000.0,33.4,59880239.52,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Bán căn hộ Duplex Phú Hoàng Anh, 120m2, giá 6 tỷ",phường trung mỹ tây,6000000000.0,120.0,50000000.0,4.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Tt avio sở hữu liền tay căn hộ cao cấp chỉ với 9 triệu/ tháng duy nhất tại bd,tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
TT AVIO VINCOM DĨ AN Thanh toán chỉ từ 9 triệu/tháng – Nhận nhà dễ dàng!,tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"5 Lý Do Chính Nên Mua NOXH Ecohome 1 Phú Mỹ, Ngay Khi đủ điều kiện.",tp. hồ chí minh chào phạm thị quyên,998000000.0,50.0,19960000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Hướng dẫn đăng ký Nhà ở xã hội Ecohome 1, Phú Mỹ, HCM",tp. hồ chí minh chào hoàng minh,640000000.0,32.32,19801980.2,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bán Nhanh Căn Góc 2PN+ 75m2 Tầng Cao View 4 Hướng – The Gió Riverside Giá CĐT,tp. hồ chí minh chào kim ngân realty,4000000000.0,75.0,53333333.33,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Duy nhất 1 căn Jamona, Đào Trí, Quận 7, 1PN 1WC, full nội thất xịn sò, 3 tỷ all",tp. hồ chí minh chào trang trần,3000000000.0,49.0,61224489.8,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Khải Hoàn Prime Lê Văn Lương, view sông đẹp nhất khối Nam, ký HĐMB T12/2025",tp. hồ chí minh chào trang trần,3000000000.0,45.0,66666666.67,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
[GIÁ 3.4TY] LUXGARDEN QUẬN 7- SỔ HỒNG- 62M TẦNG CAO CÓ SÂN VƯỜN CHUNG.,tp. hồ chí minh chào trần thị thu hà,3000000000.0,62.0,48387096.77,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"[Giá 3.6tỷ] Chung cư Quận 7, 2PN 77m2 - sổ hồng cầm tay sẵn",tp. hồ chí minh chào trần thị thu hà,3000000000.0,77.0,38961038.96,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Giá 3.6tỷ Luxgarden Quận 7, 2PN 77m2 - sổ sẵn (Thu Hà 0932 758 ***)",tp. hồ chí minh chào trần thị thu hà,3000000000.0,75.0,40000000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Bán nhanh căn hộ Charm City Dĩ An, full nội thất, tầng trung, View đẹp, Giá tốt",tp. hồ chí minh chào huy hoàng land,3000000000.0,96.0,31250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Paris Hoàng Kim chỉ 5, x tỷ số lượng rất ít ưu tiên khách chốt nhanh!",tôi quan tâm tới tài sản “25122287615,6000000000.0,68.0,88235294.12,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Tư Vấn Miễn Phí Hồ Sơ Đăng Ký Mua NOXH Eco Home 1 Phú Mỹ. LH: 0942.882.192,phường trung mỹ tây,650000000.0,35.0,18571428.57,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
GRAND MAISON PHÚ MỸ – ĐIỂM SÁNG ĐẦU TƯ TẠI TRUNG TÂM ĐÔ THỊ CẢNG,tp. hồ chí minh chào phạm thị quyên,2000000000.0,54.0,37037037.04,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"The Emerald Garden View - 80% giỏ hàng dưới 35 triệu - TT chỉ 0,5%/tháng",tp. hồ chí minh chào nguyễn hồng huy,1000000000.0,34.0,29411764.71,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
TT AVIO – Sở hửu vị trí kim cương giao thông thuận tiện di chuyển chỉ 37 triệu/,tp. hồ chí minh chào lê nha trang,419000000.0,56.0,7482142.86,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Chạm tay sở hửu nhanh căn hộ cao cấp chỉ với 33,6 triệu/m2 ngay trung tâm phườn",tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"CHUNG CƯ SIÊU VIP - CHỈ 3,5 TỶ - GẦN 80M2 - HXH - CÓ SÂN THƯỢNG - 2PN + 2WC",tp. hồ chí minh chào nguyễn thành đức,3000000000.0,76.0,39473684.21,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Chung Cư Miếu Nổi - Bình Thạnh - 54m2 - 2PN 1WC - 3.35 Tỷ,tp. hồ chí minh chào nguyễn thành đức,3000000000.0,54.0,55555555.56,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bán chung cư Hoàng Anh Gia Lai 1 ngay Lotte Mart Quận 7 căn 3PN 91m2,tp. hồ chí minh chào sang nhà đất quận 7,4000000000.0,91.0,43956043.96,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Chỉ từ 2,1 tỷ sở hửu ngay căn 2PN, 56m2 TT AVIO view nội khu trung tâm Dĩ An.",tp. hồ chí minh chào lê nha trang,400000000.0,56.0,7142857.14,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Căn hộ Nhật Bản TT Avio  Dĩ An,Tp.Hcm là lựa chọn phù hợp nhất người Việt Nam",tp. hồ chí minh chào huỳnh thanh phúc,2000000000.0,68.0,29411764.71,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Căn hộ Nhật Bản TT Avio  thanh toán 30%,nhận nhà.Trả góp 9 triệu/tháng",tp. hồ chí minh chào huỳnh thanh phúc,2000000000.0,68.0,29411764.71,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
CĂN HỘ BCONS NEWSKY LẦN ĐẦU TIÊN XUẤT HIỆN TẠI THỊ TRƯỜNG THUẬN AN,tp. hồ chí minh chào nguyễn thanh tùng,3000000000.0,65.54,45773573.39,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bcons NewSky -  NÂNG TẦM CHUẨN SỐNG MỚI,tp. hồ chí minh chào nguyễn thanh tùng,3033000000.0,55.16,54985496.74,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Bán Căn Studio View Sông Đồng Nai, Hoa Hậu Tháp Gió Đông Dự Án The Gió Riverside",tp. hồ chí minh chào kim ngân,2000000000.0,41.0,48780487.8,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Chỉ 580 triệu , sở hữu căn hộ 2PN khu Nam Sài Gòn",phường trung mỹ tây,2000000000.0,47.0,42553191.49,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
CĂN HỘ CAO CẤP NAM SÀI GÒN - CHỈ CẦN TRẢ TRƯỚC 20% ĐẾN KHI NHẬN NHÀ,phường trung mỹ tây,8000000000.0,120.0,66666666.67,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
CĂN HỘ GIÁ RẺ NHẤT THỊ TRƯỜNG TP.HCM – CHỈ TỪ 1.2 TỶ/CĂN!,tôi quan tâm tới tài sản “25102284031,1000000000.0,45.0,22222222.22,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
SIÊU PHẨM CĂN HỘ GIÁ RẺ – THE WIN CITY 300TR/CĂN 2PN - GIÁ CHỈ CÓ TRONG ĐỢT 1,tôi quan tâm tới tài sản “25102282439,300000000.0,45.0,6666666.67,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
CĂN HỘ GIÁ RẺ TP.HCM – CHỈ 300 TRIỆU/CĂN 2PN - THE WIN CITY – MẶT TIỀN TL 10,tôi quan tâm tới tài sản “25102282508,300000000.0,45.0,6666666.67,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"THE WIN CITY – CĂN HỘ ĐẸP NHẤT KHU TÂY, CHỈ 300 TRIỆ/CĂN, SỞ HỮU VĨNH VIỄN!",tôi quan tâm tới tài sản “25102282939,300000000.0,45.0,6666666.67,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
TT AVIO Dự án căn hộ cao cấp chuẩn Nhật đầu tiên tại Dĩ An chỉ 37 triệu/m2,tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Còn 3 căn giỏ hàng CDT, 2P+1 56m2 giá chỉ từ 2,1 tỷ",tp. hồ chí minh chào nguyễn phước tài,2000000000.0,56.0,35714285.71,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Mở bán căn hộ Nhật Bản TT AVIO chỉ 9 triệu/ tháng ngay trung tâm Dĩ An.,tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Căn Hộ Tumys Home - Căn hộ đầu tư cho dòng tiền,tp. hồ chí minh chào hoàng minh,2000000000.0,58.0,34482758.62,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bán Căn Góc 3PN Chung Cư Nam Kỳ Khởi Nghĩa lô B Giá Tốt Nhất. LH: 0942.882.192,tp. hồ chí minh chào phạm thị quyên,3000000000.0,100.0,30000000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
AN CƯ LẠC NGHIỆP VỚI NOXH ECO HOME 1 PHÚ MỸ. CHỈ TỪ 600TR/CĂN. LH: 0942.882.192,36 nguyễn thái học,600000000.0,32.0,18750000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
THE EMERALD GARDEN VIEW biểu tượng sống xanh sống đẳng cấp chỉ 35tr/m2,tp. hồ chí minh chào lê nha trang,1000000000.0,54.0,18518518.52,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
TT AVIO  Sống đẳng cấp – Đầu tư sinh lời – Tương lai cứng chắc chỉ 37 triệu/m2.,tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Chỉ 4,55 tỷ - sổ hồng 67,98 m² (3,8 x 14,6) - nhà đẹp đường Phù Đổng Thiên Vương",phường trung mỹ tây,4000000000.0,68.0,58823529.41,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
bán căn hộ artstella khu đông sài giỏ hàng trực tiếp chủ đầu tư 0387363563,đồng nai chào nguyen thi kim phung,4000000000.0,83.0,48192771.08,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Căn Officetel view trực diện sông 43m2 cuối cùng hàng CĐT, HTLS 0%",quận 7,2000000000.0,43.0,46511627.91,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Căn Studio Hoa Hậu Tháp Gió Đông Dự Án The Gió Riverside Giá chỉ 2,x tỷ x nhỏ",tp. hồ chí minh chào kim ngân realty,2000000000.0,41.0,48780487.8,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
179 TRIỆU ĐỒNG – MỞ KHÓA NGAY CĂN HỘ CAO CẤP TẠI CỬA NGÕ TÂY SÀI GÒN!,tôi quan tâm tới tài sản “25102284029,1000000000.0,42.0,23809523.81,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"""179 TRIỆU"" – KHÔNG PHẢI MƠ, MÀ LÀ CĂN HỘ THẬT Ở THE WIN CITY!",tôi quan tâm tới tài sản “25102284201,179000000.0,50.0,3580000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
CĂN HỘ GIÁ RẺ NHẤT PHÍA TÂY TP.HCM - THE WIN CITY – CHỈ TỪ 1.2 TỶ/CĂN!,tôi quan tâm tới tài sản “25102284171,1000000000.0,50.0,20000000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
TỪ 1 TỶ 250 Có ngay CĂN  3 PN trung tâm PHÚ MỸ HƯNG. CHO THUÊ 30TR.,tp. hồ chí minh chào văn đại nghĩa,9000000000.0,110.0,81818181.82,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Căn hộ cho thuê nghỉ dưỡng Vũng Tàu, Căn hộ đầu tư sinh lời Vũng Tàu",vũng tàu,4000000000.0,103.0,38834951.46,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Sở hửu nhanh căn hộ TT AVIO 2PN 1WC chỉ 37 triệu/m2 ngay vincom Dĩ An.,tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Tt avio sống đẳng cấp, đầu tư sinh lời, chỉ có tại Dĩ An bd chỉ 37triệu/m2",tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"TT AVIO – Căn hộ Nhật liền kề TP.HCM, diện tích 56m2 chỉ 37 triệu/m2",tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
TT AVIO – Căn hộ cao cấp được phát triển bởi tập đoàn Nhật Bản chỉ 9 triệu/ thá,tp. hồ chí minh chào lê nha trang,350000000.0,56.0,6250000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Cách 4 phút qua Đakao Q1 - căn hộ 2pn 1wc - sổ 56,2m² - có thang máy. 3,8 tỷ",phường trung mỹ tây,3000000000.0,56.2,53380782.92,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
TT AVIO Dĩ An Sống đẳng cấp chuẩn Nhật Đầu tư sinh lời 38tr/m2 cạnh HCM,tp. hồ chí minh chào lê nha trang,400000000.0,56.0,7142857.14,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bcons NewSky - căn hộ Mặt tiền Quốc lộ 13 liền kề Metro,tp. hồ chí minh chào nguyễn thanh tùng,3000000000.0,55.0,54545454.55,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Căn Hộ 2PN/2tỷ Nguyễn Thượng Hiền Full Nội Thất_sổ sẵn vay 15 Năm,tp. hồ chí minh chào khánh nguyên,2000000000.0,50.0,40000000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
2PN Lê Quang Định_Full Nội thât/2.2 tỷ/sổ sẵn vay Bank/cho thuê 13tr/tháng,tp. hồ chí minh chào khánh nguyên,2000000000.0,55.0,36363636.36,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
CĂN HỘ GIÁ RẺ THE WIN CITY: CHỈ CẦN 179 TRIỆU - SỞ HỮU NGAY TỔ ẤM HIỆN ĐẠI!,tôi quan tâm tới tài sản “25102283944,1000000000.0,42.0,23809523.81,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
TT AVIO – Siêu dự án căn hộ cao cấp được đầu tư bởi liên doanh Nhật Bản chỉ 300,tp. hồ chí minh chào lê nha trang,300000000.0,56.0,5357142.86,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
GRAND MAISON PHÚ MỸ – BIỂU TƯỢNG SỐNG MỚI TẠI TRUNG TÂM CẢNG,tp. hồ chí minh chào phạm thị quyên,1000000000.0,49.0,20408163.27,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Thanh toán 0.5%/ tháng, vốn tự có 15% sở hữu ngay căn hộ xanh TOD Lê Phong",tôi quan tâm tới tài sản “25122286764,1000000000.0,40.16,24900398.41,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bán căn hộ 2PN The Gió Riverside | Hàng hiếm tầng cao– hướng mát –phong thủy tốt,tp. hồ chí minh chào kim ngân realty,2000000000.0,65.0,30769230.77,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"DỰ ÁN VŨNG TÀU, CĂN HỘ GÓC 3 PHÒNG NGỦ VUNG TAU CENTRE POINT",vũng tàu,4000000000.0,103.0,38834951.46,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
BÁN CĂN HỘ TRUNG TÂM THÀNH PHỐ VŨNG TÀU - VUNG TAU CENTRE POINT,vũng tàu,4000000000.0,103.0,38834951.46,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Phạm Văn Đồng Căn hộ 2PN/55m2 Full NT 2.2 tỷ_Sổ Sẵn Ở ngay cho thuê 12tr,tp. hồ chí minh chào khánh nguyên,2000000000.0,55.0,36363636.36,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bán căn hộ 2PN Chung cư GATEWAY View Đông Nam.LH: 0942.882.192,phường trung mỹ tây,3000000000.0,74.0,40540540.54,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Bán căn hộ 2PN Chung Cư Coopmart, Vũng Tàu. Nhà đẹp Giá tốt. LH: 0942.882.192",tp. hồ chí minh chào phạm thị quyên,2000000000.0,69.0,28985507.25,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Chủ đầu tư căn hộ uy tín tại Vũng Tàu, Mua căn hộ Vung Tau Centre Point",vũng tàu,4000000000.0,91.0,43956043.96,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Đầu tư Tummys Phú Mỹ – Đón sóng phát triển cảng biển & khu công nghiệp,vũng tàu,2000000000.0,68.0,29411764.71,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bán căn hộ 2PN full nội thất mặt tiền QL51 liền kề Cảng Quốc Tế trung tâm Phú Mỹ,phường trung mỹ tây,2000000000.0,55.0,36363636.36,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bán căn hộ ĐẸP chung cư Seaview khu Đô Thị Chí Linh. LH: 0942.882.192,phường trung mỹ tây,3000000000.0,100.5,29850746.27,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Siêu phẩm căn hộ The Global City ngay công viên nhạc nước, chiết khấu 15%",tp. hồ chí minh chào anh tuấn,6000000000.0,55.0,109090909.09,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bcons NewSky - Căn hộ mặt tiền Quốc lộ 13 - TOD,tp. hồ chí minh chào nguyễn thanh tùng,3000000000.0,55.0,54545454.55,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"MAISON GRAND PHÚ MỸ dự án đã cất nóc, nguồn hàng sắp bàn giao — giá cạnh tranh",tp. hồ chí minh chào phạm thị quyên,1000000000.0,50.0,20000000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Giỏ hàng 14 căn cuối CĐT giá tốt nhất trục Nguyễn Hữu Thọ, 30% nhận nhà ở ngay",quận 7,4000000000.0,73.0,54794520.55,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Căn Hộ Vũng Tàu –  Vung Tau Centre Point, View Biển Đẹp, Full Nội Thất",vũng tàu,3000000000.0,87.0,34482758.62,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
MAISON Grand Giá chỉ từ 33tr/m2 - Cơ hội vàng đầu tư không thể bỏ lỡ,phường trung mỹ tây,1000000000.0,54.0,18518518.52,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Căn hộ Masteri được mong chờ tại Global Quận 2, đường Liên Phường,ngay công viên",tp. hồ chí minh chào anh tuấn,6000000000.0,50.0,120000000.0,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
CHỈ CÒN 20 SUẤT SỞ HỮU CĂN HỘ 2 PN TRUNG TÂM PHÚ MỸ HƯNG. CHỈ TỪ 1 TỶ 250 TR.,tp. hồ chí minh chào văn đại nghĩa,5000000000.0,77.0,64935064.94,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Chỉ 9 tr/tháng, nắm giữ ngay căn hộ chuẩn Nhật Bản Trung Tâm AVIO tại BD sát TĐ",tp. hồ chí minh chào lê nha trang,400000000.0,67.0,5970149.25,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Bán căn hộ 1PN, DT 56m² CSJ Tower, view Cảng Biển & TP.Vũng Tàu - LH: 0983076979",p. nguyễn an ninh,2000000000.0,56.0,35714285.71,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Bcons Asahi ĐỘC BẢN DUY NHẤT căn 3PN 75m2,tp. hồ chí minh chào nguyễn thanh tùng,3000000000.0,75.0,40000000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Chỉ Cần thanh toán 230 Triệu. Ân hạn góc lãi 2 năm. Nhận nhà thanh toán tiếp,tp. hồ chí minh chào võ thanh phong,2000000000.0,55.0,36363636.36,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Căn hộ 3 PN liền kề PMH .Chỉ cần thanh toán 20 % đến khi nhận nhà 2027,phường trung mỹ tây,8000000000.0,120.0,66666666.67,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
BÁN CĂN HỘ CAO CẤP THÀNH PHỐ VŨNG TÀU VUNG TAU CENTRE POINT,vũng tàu,3000000000.0,77.0,38961038.96,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Sở Hữu Căn Hộ Cao Cấp Ngay Trung Tâm Phú Mỹ Chỉ Với 1,6 tỷ. Lh: 0942.882.192",phường trung mỹ tây,1000000000.0,54.0,18518518.52,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
THUÊ MÃI LÀM GÌ – 179 TRIỆU CÓ NHÀ RIÊNG LUÔN RỒI - THE WIN CITY,tôi quan tâm tới tài sản “25102284199,1000000000.0,50.0,20000000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Bán Căn Hộ Cao Cấp Maison Grand Phú Mỹ, giá cdt",phường trung mỹ tây,1000000000.0,54.0,18518518.52,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Chung cư Quận 6-ngay TT chợ lớn 85m2- 3PN giá chỉ 2 tỷ....,tp. hồ chí minh chào huỳnh tấn lộc,2000000000.0,85.0,23529411.76,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Hướng dẫn đăng ký mua NOXH Eco Home 1 Phú Mỹ chỉ từ 600tr/căn. LH: 0942.882.192,tp. hồ chí minh chào phạm thị quyên,1000000000.0,60.0,16666666.67,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Hướng dẫn Thủ Tục Đăng Ký Mua NOXH Ecohome 1 Phú Mỹ. LH: 0942.882.192,phường trung mỹ tây,1000000000.0,60.0,16666666.67,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Hướng dẫn Thủ Tục Đăng Ký Mua NOXH Ecohome 1 Phú Mỹ. LH: 0942.882.192,phường trung mỹ tây,1000000000.0,60.0,16666666.67,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Hướng dẫn Hồ Sơ Đăng Ký Mua Nhà ở Xã Hội Eco Home 1 Phú Mỹ.,tp. hồ chí minh chào phạm thị quyên,1000000000.0,60.0,16666666.67,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
Căn Hộ Grand Maison Phú Mỹ _ Chuẩn sống mới tại trung tâm đô thị cảng,tp. hồ chí minh chào phạm thị quyên,2000000000.0,54.0,37037037.04,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
"Bán căn hộ The Habitat Thuận An 2 phòng ngủ, ngay KCN Vsip 1, tầng thấp, giá tốt",quận tân bình,2000000000.0,67.0,29850746.27,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
DIAMOND BOULEVARD – SỐNG CHUẨN CAO CẤP NGAY ĐẠI LỘ BÌNH DƯƠNG,tp. hồ chí minh chào phạm minh tiến,1000000000.0,35.0,28571428.57,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Không rõ
